AIRLINE,AIRLINE_CODE,ORIGIN,DEST,TAXI_OUT,TAXI_IN,CANCELLED,CANCELLATION_CODE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
Envoy Air,MQ,CHA,DFW,9.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,MFE,DFW,11.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,DFW,12.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ATL,TRI,12.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,PIT,17.0,6.0,0.0,,20.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,ECP,IAH,9.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PBI,DCA,13.0,10.0,0.0,,0.0,0.0,141.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MIA,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,SEA,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,TPA,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,MRY,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,LGA,BOS,20.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,SFO,9.0,6.0,0.0,,3.0,0.0,0.0,0.0,32.0
Southwest Airlines Co.,WN,BOS,DEN,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,FCA,SEA,18.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,ITO,HNL,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,PDX,SFO,20.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,GEG,LAX,17.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,SFO,25.0,7.0,0.0,,31.0,0.0,11.0,0.0,0.0
Delta Air Lines Inc.,DL,MCI,DTW,17.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,GEG,SEA,19.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,PHX,30.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,OMA,DFW,12.0,13.0,0.0,,0.0,13.0,2.0,0.0,0.0
United Air Lines Inc.,UA,EWR,IAH,19.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CHA,CLT,17.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,JFK,DCA,24.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,EWR,ATL,18.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MCO,CVG,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,BDL,IAH,11.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,BUF,59.0,7.0,0.0,,915.0,0.0,35.0,0.0,46.0
SkyWest Airlines Inc.,OO,DSM,DEN,10.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DEN,IAD,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,LGB,JFK,10.0,9.0,0.0,,16.0,0.0,0.0,0.0,17.0
Spirit Air Lines,NK,SJU,MCO,14.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,JFK,AUS,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ATW,ORD,10.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MYR,ACY,11.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,MSO,SEA,14.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MKE,12.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,BDL,MCO,13.0,10.0,0.0,,0.0,0.0,0.0,0.0,18.0
Southwest Airlines Co.,WN,AMA,DAL,17.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAX,GEG,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ATL,DCA,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,BNA,16.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ABI,DFW,9.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,CMH,13.0,14.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CLT,GSO,23.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,CMH,PHX,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,DTW,27.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LGA,TPA,22.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,ABE,MYR,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,MIA,JFK,19.0,7.0,0.0,,33.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,COS,DFW,16.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,PHX,DEN,16.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,DCA,JAX,14.0,6.0,0.0,,17.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,RSW,MCO,10.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,ATL,8.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MCI,MCO,6.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,FLL,12.0,37.0,0.0,,0.0,0.0,15.0,0.0,0.0
Republic Airline,YX,DCA,JAX,19.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,LAS,ICT,18.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SLC,SAT,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,SEA,SNA,18.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,OGG,HNL,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,PVD,DCA,25.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,OMA,12.0,3.0,0.0,,26.0,0.0,0.0,0.0,65.0
United Air Lines Inc.,UA,MSP,SFO,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,GSO,DFW,13.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,MSY,DEN,11.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,FLL,SYR,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,OGG,20.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DFW,ATL,27.0,8.0,0.0,,26.0,0.0,17.0,0.0,0.0
Alaska Airlines Inc.,AS,LAX,DCA,23.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,STL,ORD,16.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,CMH,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,JFK,26.0,28.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,AVL,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,ATL,CAE,10.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CVG,PHL,13.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,RDU,8.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,ATL,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,SNA,15.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Hawaiian Airlines Inc.,HA,HNL,KOA,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,DTW,SEA,14.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,AEX,ATL,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,JFK,RDU,17.0,6.0,0.0,,76.0,0.0,0.0,0.0,48.0
Spirit Air Lines,NK,MCO,EWR,14.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,SAN,ORD,14.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,LAS,BUR,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,BNA,14.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,OGG,LAX,9.0,7.0,0.0,,0.0,0.0,0.0,0.0,150.0
United Air Lines Inc.,UA,PHX,IAD,17.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,LAX,RDD,20.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,RAP,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,RSW,EWR,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,DTW,CMH,39.0,5.0,0.0,,0.0,106.0,16.0,0.0,2.0
American Airlines Inc.,AA,MEM,PHL,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,SEA,MIA,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,FLL,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,SAN,11.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,FLL,LGA,16.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,MDW,11.0,3.0,0.0,,18.0,0.0,0.0,0.0,2.0
Envoy Air,MQ,SHV,DFW,103.0,9.0,0.0,,0.0,19.0,83.0,0.0,37.0
Republic Airline,YX,SDF,ORD,20.0,12.0,0.0,,0.0,0.0,96.0,0.0,0.0
Delta Air Lines Inc.,DL,FLL,LGA,14.0,7.0,0.0,,16.0,0.0,6.0,0.0,4.0
Southwest Airlines Co.,WN,BNA,MKE,11.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,TYS,ORD,15.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,XNA,SFO,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MSY,FLL,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,STS,SEA,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DFW,STS,15.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,SEA,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,ORD,TVC,15.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,IAH,GRK,23.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DCA,XNA,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,MCO,16.0,4.0,0.0,,0.0,0.0,104.0,0.0,0.0
Republic Airline,YX,LGA,TYS,19.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BUR,OAK,8.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,AUS,PHX,12.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,SRQ,IND,11.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHL,DEN,16.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,BOS,DCA,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,LGA,CHO,35.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,DFW,17.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,XNA,IAH,47.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,FLL,LAX,17.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ECP,BNA,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ICT,MSP,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
ExpressJet Airlines LLC d/b/a aha!,EV,CLL,IAH,5.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,MEM,13.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,PWM,ATL,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ORD,GRB,30.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,ABE,20.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSP,SFO,9.0,4.0,0.0,,43.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,ORD,25.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,RDU,MSP,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,CAK,MCO,13.0,10.0,0.0,,74.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAX,ANC,27.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,BOS,21.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DRO,DFW,10.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,MIA,GRR,26.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,MCO,CLE,18.0,13.0,0.0,,0.0,0.0,0.0,0.0,63.0
United Air Lines Inc.,UA,SEA,IAH,18.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,BOS,22.0,2.0,0.0,,0.0,0.0,0.0,0.0,36.0
American Airlines Inc.,AA,OMA,DFW,10.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,MSY,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,HOU,13.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PIT,STL,13.0,9.0,0.0,,0.0,0.0,11.0,0.0,11.0
Frontier Airlines Inc.,F9,MCO,DTW,18.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,BDL,47.0,4.0,0.0,,5.0,0.0,1.0,0.0,9.0
United Air Lines Inc.,UA,IAD,LAX,15.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,CLT,CMH,44.0,6.0,0.0,,0.0,0.0,19.0,0.0,0.0
SkyWest Airlines Inc.,OO,SNA,SFO,8.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SMF,ONT,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,HOU,MAF,12.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,BOI,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,LAX,32.0,9.0,0.0,,0.0,0.0,6.0,0.0,78.0
Southwest Airlines Co.,WN,MSY,HOU,6.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,SNA,DEN,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,DCA,16.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,ATL,FLL,16.0,16.0,0.0,,50.0,0.0,0.0,0.0,54.0
Frontier Airlines Inc.,F9,BOS,MCO,21.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,ABQ,PHX,28.0,4.0,0.0,,0.0,0.0,17.0,0.0,0.0
Republic Airline,YX,CLE,LGA,9.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,SDF,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,PAH,CGI,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,TUS,IAH,24.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,MCO,ORD,13.0,7.0,0.0,,0.0,97.0,0.0,0.0,0.0
Allegiant Air,G4,PBG,SFB,17.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LGB,SMF,7.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CVG,BOS,11.0,16.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,SFO,MSP,19.0,3.0,0.0,,0.0,0.0,15.0,0.0,0.0
Endeavor Air Inc.,9E,DTW,RDU,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,HPN,RSW,11.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,DCA,BHM,22.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,MSO,MSP,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,DFW,RDU,15.0,9.0,0.0,,42.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,MSP,ORD,15.0,17.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,ORD,BOS,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,PHX,BUR,13.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,LAX,DCA,12.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,RSW,MDW,14.0,38.0,0.0,,0.0,0.0,22.0,0.0,0.0
American Airlines Inc.,AA,DFW,TUL,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,ATL,TRI,19.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,CLT,HPN,20.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,TPA,DEN,15.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,MDW,FLL,16.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,FLL,EWR,10.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,CHA,ATL,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,DCA,ORF,24.0,8.0,0.0,,14.0,0.0,19.0,0.0,0.0
SkyWest Airlines Inc.,OO,MKE,BOS,9.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,MEM,19.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
Allegiant Air,G4,LAS,BLI,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IAH,JAX,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SJC,SEA,12.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,PSP,DEN,13.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,IAH,21.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAD,MCO,19.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SMF,LGB,14.0,4.0,0.0,,0.0,34.0,3.0,0.0,0.0
United Air Lines Inc.,UA,SAN,EWR,18.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,PWM,ORD,11.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ACV,LAX,10.0,14.0,0.0,,27.0,0.0,0.0,0.0,0.0
Republic Airline,YX,IAD,PWM,15.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,JFK,RSW,18.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,EWR,SFO,20.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SFO,RDD,11.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,LGA,16.0,23.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,IAH,DTW,25.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Endeavor Air Inc.,9E,JFK,BOS,45.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,LAX,DFW,20.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0
Republic Airline,YX,CHS,JFK,24.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,STL,7.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,PHF,CLT,11.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,AMA,25.0,4.0,0.0,,0.0,0.0,10.0,0.0,15.0
SkyWest Airlines Inc.,OO,SBN,DTW,14.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,IAH,DEN,23.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Spirit Air Lines,NK,FLL,ATL,15.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,ORD,SAV,24.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BWI,LAX,14.0,6.0,0.0,,25.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,PHX,LAX,15.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ORF,DTW,17.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,STL,LAS,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Envoy Air,MQ,ORD,JAX,18.0,7.0,0.0,,24.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,MCO,STL,15.0,8.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,IAH,ATL,12.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SJC,PHX,8.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Horizon Air,QX,SEA,GEG,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,CIU,MSP,14.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SBA,DEN,17.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,SAN,BNA,19.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,MSY,ATL,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Alaska Airlines Inc.,AS,AUS,SEA,13.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,DEN,ORD,16.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0
United Air Lines Inc.,UA,BOS,EWR,15.0,22.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,GRR,DEN,9.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,BNA,FLL,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,LAX,MDW,7.0,5.0,0.0,,32.0,0.0,0.0,0.0,5.0
Hawaiian Airlines Inc.,HA,OGG,SJC,10.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
Mesa Airlines Inc.,YV,DFW,FSD,11.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,FWA,ORD,15.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SLC,ORD,21.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,ORD,DEN,16.0,3.0,0.0,,4.0,0.0,0.0,0.0,57.0
PSA Airlines Inc.,OH,CLT,LIT,25.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
PSA Airlines Inc.,OH,JAN,DCA,18.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
Southwest Airlines Co.,WN,DAL,HOU,13.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0
American Airlines Inc.,AA,RSW,CLT,9.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Delta Air Lines Inc.,DL,ATL,RIC,27.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0
SkyWest Airlines Inc.,OO,SAN,MRY,15.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0
Frontier Airlines Inc.,F9,FLL,TTN,11.0,9.0,0.0,,0.0,0.0,0.0,0.0,0.0
JetBlue Airways,B6,SMF,LGB,10.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0
